Time (s)	Channel 0	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7
8.690000	-0.032505	-0.109951	0.112868	-0.209784	0.743834	0.038793	0.731298	0.195394
8.700000	-0.035081	-0.109629	0.120596	-0.210106	0.737394	0.032997	0.733552	0.199258
8.710000	-0.033149	-0.109951	0.122850	-0.209140	0.736106	0.028811	0.730332	0.197326
8.720000	-0.029607	-0.111561	0.115766	-0.203344	0.744800	0.034607	0.727434	0.192174
8.730000	-0.033793	-0.110917	0.120596	-0.205276	0.741580	0.033319	0.732908	0.198292
8.740000	-0.032183	-0.108663	0.117376	-0.209462	0.738360	0.033963	0.734840	0.197970
8.750000	-0.029929	-0.110917	0.114156	-0.212681	0.737394	0.033963	0.730654	0.193462
8.760000	-0.037013	-0.119289	0.112224	-0.211393	0.735462	0.030743	0.733230	0.201512
8.770000	-0.031861	-0.114137	0.115444	-0.210749	0.740614	0.033641	0.733552	0.194428
8.780000	-0.029929	-0.111561	0.121884	-0.212681	0.741258	0.033641	0.729366	0.187666
8.790000	-0.035725	-0.119611	0.113834	-0.213003	0.737394	0.031387	0.734196	0.198936
8.800000	-0.031217	-0.111883	0.112224	-0.212681	0.744156	0.038471	0.733230	0.191852
8.810000	-0.046995	-0.114459	0.114800	-0.211393	0.737072	0.036217	0.738382	0.199258
8.820000	-0.034437	-0.111561	0.115766	-0.213647	0.736428	0.034285	0.731620	0.191208
8.830000	-0.031539	-0.112527	0.111580	-0.214291	0.739326	0.037505	0.728722	0.188632
8.840000	-0.037335	-0.106731	0.118664	-0.211393	0.736428	0.032997	0.728722	0.192174
8.850000	-0.037335	-0.102223	0.123816	-0.213325	0.735140	0.035573	0.734196	0.193784
8.860000	-0.034437	-0.103511	0.123172	-0.213325	0.737394	0.034285	0.729044	0.190886
8.870000	-0.031861	-0.102223	0.120596	-0.212359	0.738038	0.034285	0.730332	0.190886
8.880000	-0.039267	-0.107697	0.126392	-0.208174	0.741258	0.033641	0.728400	0.189598
8.890000	-0.040233	-0.107697	0.123494	-0.213325	0.739648	0.032031	0.729044	0.195394
8.900000	-0.041521	-0.107697	0.126392	-0.215579	0.741902	0.036861	0.735806	0.195394
8.910000	-0.038623	-0.104799	0.124138	-0.222019	0.739326	0.038149	0.737738	0.193462
8.920000	-0.043131	-0.105121	0.131222	-0.210427	0.741258	0.031709	0.733230	0.197326
8.930000	-0.043453	-0.110917	0.126392	-0.219121	0.736750	0.032353	0.734518	0.198614
8.940000	-0.038623	-0.107375	0.128002	-0.214935	0.741258	0.034607	0.730654	0.192496
8.950000	-0.038623	-0.108019	0.122528	-0.214935	0.741580	0.036861	0.733230	0.194428
8.960000	-0.038623	-0.105765	0.128968	-0.212037	0.739326	0.032031	0.729044	0.190886
8.970000	-0.038945	-0.106409	0.125748	-0.212681	0.741258	0.035895	0.731620	0.192496
8.980000	-0.037335	-0.107697	0.124138	-0.213969	0.741580	0.036539	0.728722	0.190564
8.990000	-0.039589	-0.110595	0.125426	-0.213325	0.738360	0.034607	0.733874	0.197004
9.000000	-0.039589	-0.113815	0.128968	-0.213969	0.740936	0.035573	0.734840	0.197970
9.010000	-0.032183	-0.109307	0.128002	-0.213647	0.742224	0.032997	0.729366	0.194106
9.020000	-0.037013	-0.106409	0.127680	-0.212681	0.739326	0.031387	0.732908	0.200224
9.030000	-0.031539	-0.104799	0.126070	-0.217189	0.737072	0.030743	0.730976	0.197326
9.040000	-0.033471	-0.104477	0.125104	-0.210427	0.741902	0.033963	0.733874	0.197970
9.050000	-0.039589	-0.103833	0.126392	-0.205598	0.738038	0.028167	0.729366	0.200868
9.060000	-0.023811	-0.088699	0.132188	-0.202056	0.746410	0.040081	0.734196	0.194428
9.070000	-0.032827	-0.104155	0.118020	-0.208174	0.739970	0.031709	0.728400	0.197326
9.080000	-0.034115	-0.107053	0.119630	-0.207208	0.743190	0.037183	0.731942	0.196038
9.090000	-0.040233	-0.101579	0.120918	-0.206886	0.737394	0.035895	0.734840	0.197970
9.100000	-0.035403	-0.106087	0.119952	-0.207208	0.736750	0.028167	0.725502	0.198292
9.110000	-0.031539	-0.100613	0.120596	-0.213003	0.735462	0.031387	0.727756	0.194750
9.120000	-0.034115	-0.098037	0.120918	-0.212037	0.737716	0.036217	0.733552	0.196360
9.130000	-0.031861	-0.101579	0.118664	-0.213647	0.738360	0.035895	0.731942	0.197326
9.140000	-0.035725	-0.099325	0.122850	-0.213647	0.735784	0.032031	0.733874	0.199902
9.150000	-0.033471	-0.100935	0.127036	-0.213003	0.736106	0.031387	0.730010	0.197970
9.160000	-0.035081	-0.102545	0.119952	-0.211715	0.739326	0.032997	0.731620	0.197326
9.170000	-0.039267	-0.101901	0.123494	-0.203988	0.740292	0.031709	0.727756	0.196360
9.180000	-0.034759	-0.096749	0.128968	-0.213003	0.736750	0.032353	0.731620	0.197004
9.190000	-0.038301	-0.102545	0.117376	-0.212037	0.735784	0.029133	0.730654	0.203766
9.200000	-0.039911	-0.102545	0.124138	-0.209462	0.736750	0.030099	0.730976	0.200546
9.210000	-0.042165	-0.103833	0.122528	-0.208496	0.745766	0.043301	0.746432	0.216646
9.220000	-0.035403	-0.100291	0.124138	-0.208174	0.737716	0.032031	0.734840	0.201834
9.230000	-0.036691	-0.101901	0.122850	-0.210106	0.741580	0.035573	0.733230	0.196682
9.240000	-0.039911	-0.102545	0.117376	-0.213325	0.738038	0.038471	0.738060	0.196038
9.250000	-0.036047	-0.105443	0.118664	-0.216867	0.736428	0.036217	0.734840	0.196038
9.260000	-0.039911	-0.104155	0.124782	-0.212037	0.734174	0.030099	0.730654	0.195072
9.270000	-0.040233	-0.101257	0.121884	-0.212359	0.735140	0.031709	0.733230	0.194750
9.280000	-0.043453	-0.110595	0.121562	-0.218155	0.737072	0.031709	0.733874	0.197970
9.290000	-0.047639	-0.109307	0.119630	-0.214613	0.736428	0.032353	0.734196	0.197970
9.300000	-0.044419	-0.105765	0.122206	-0.217511	0.732886	0.032353	0.735806	0.196360
9.310000	-0.046673	-0.106409	0.119952	-0.220731	0.734174	0.036861	0.736450	0.193462
9.320000	-0.044097	-0.103833	0.124138	-0.214613	0.735140	0.033963	0.734840	0.195072
9.330000	-0.038301	-0.104155	0.123172	-0.217511	0.737716	0.036217	0.734840	0.192818
9.340000	-0.045385	-0.106731	0.120596	-0.213003	0.738682	0.033963	0.733552	0.191530
9.350000	-0.044741	-0.101579	0.129612	-0.213647	0.736106	0.030743	0.734840	0.195394
9.360000	-0.039589	-0.102223	0.131222	-0.209784	0.740614	0.035251	0.740636	0.205698
9.370000	-0.043775	-0.104155	0.124782	-0.218799	0.733852	0.032997	0.735162	0.191852
9.380000	-0.044741	-0.111883	0.127036	-0.212037	0.738682	0.032675	0.734196	0.190886
9.390000	-0.046351	-0.108341	0.129290	-0.214613	0.735140	0.034929	0.739992	0.194106
9.400000	-0.046351	-0.116713	0.128646	-0.211715	0.736106	0.030743	0.735162	0.193140
9.410000	-0.047317	-0.124119	0.118020	-0.212681	0.739326	0.032353	0.733552	0.193784
9.420000	-0.040233	-0.114459	0.120918	-0.211393	0.735140	0.032031	0.737094	0.197648
9.430000	-0.041199	-0.114459	0.124460	-0.210749	0.734818	0.037183	0.738382	0.193140
9.440000	-0.034759	-0.111239	0.118664	-0.208496	0.736750	0.038149	0.737738	0.194106
9.450000	-0.032183	-0.107697	0.116732	-0.209462	0.733852	0.032997	0.733552	0.192818
9.460000	-0.036369	-0.115425	0.113190	-0.206564	0.733852	0.034929	0.732908	0.194750
9.470000	-0.031539	-0.109951	0.114800	-0.208174	0.728700	0.030421	0.732586	0.195394
9.480000	-0.034115	-0.113815	0.113834	-0.205598	0.732564	0.032997	0.733552	0.197970
9.490000	-0.036369	-0.107053	0.122206	-0.200768	0.732886	0.030743	0.732586	0.197326
9.500000	-0.034437	-0.109951	0.122850	-0.201090	0.737072	0.034285	0.734840	0.197004
9.510000	-0.037013	-0.109951	0.123494	-0.202056	0.734496	0.028167	0.730654	0.198614
9.520000	-0.028319	-0.104799	0.121562	-0.206886	0.739326	0.035251	0.734196	0.194106
9.530000	-0.031861	-0.100613	0.122850	-0.210427	0.736750	0.033641	0.737094	0.199580
9.540000	-0.028641	-0.099647	0.122850	-0.212037	0.739648	0.036217	0.736450	0.196682
9.550000	-0.038623	-0.108985	0.122850	-0.209784	0.739648	0.033641	0.734840	0.199258
9.560000	-0.032827	-0.104799	0.114156	-0.218155	0.736750	0.036217	0.737738	0.195394
9.570000	-0.033471	-0.102545	0.122528	-0.217189	0.733208	0.033641	0.738382	0.198292
9.580000	-0.038945	-0.107375	0.126070	-0.215901	0.733208	0.032675	0.740314	0.202478
9.590000	-0.032183	-0.100935	0.126070	-0.214935	0.734818	0.033963	0.734196	0.193462
9.600000	-0.039267	-0.108019	0.123816	-0.208174	0.737716	0.035573	0.736772	0.199258
9.610000	-0.034115	-0.104155	0.120596	-0.213969	0.737072	0.037183	0.736128	0.192818
9.620000	-0.037013	-0.107053	0.124138	-0.209784	0.734496	0.029455	0.732586	0.197648
9.630000	-0.041199	-0.106409	0.120274	-0.208818	0.735462	0.033963	0.737094	0.198292
9.640000	-0.033471	-0.102867	0.116732	-0.214935	0.733530	0.035573	0.738704	0.197648
9.650000	-0.039267	-0.110595	0.117698	-0.214935	0.736106	0.038149	0.742246	0.201190
9.660000	-0.035403	-0.106409	0.121884	-0.207530	0.738682	0.032675	0.729366	0.192174
9.670000	-0.037013	-0.107053	0.118986	-0.213647	0.733208	0.030099	0.730976	0.194750
9.680000	-0.041843	-0.109629	0.122206	-0.206242	0.741258	0.035895	0.738382	0.203444
9.690000	-0.039267	-0.105765	0.119630	-0.207852	0.738360	0.033641	0.734196	0.197970
9.700000	-0.042165	-0.106409	0.120274	-0.210106	0.736750	0.034607	0.737738	0.197326
9.710000	-0.039267	-0.104799	0.118664	-0.207530	0.735462	0.030099	0.734518	0.203122
9.720000	-0.040233	-0.103833	0.123494	-0.208174	0.736750	0.030421	0.733230	0.201834
9.730000	-0.034437	-0.102223	0.116088	-0.213325	0.736106	0.033319	0.733230	0.198614
9.740000	-0.036369	-0.100935	0.117698	-0.210427	0.737716	0.033641	0.733874	0.199258
9.750000	-0.040877	-0.099969	0.125748	-0.209462	0.735140	0.032675	0.736450	0.203444
9.760000	-0.039267	-0.105121	0.120918	-0.212681	0.737716	0.034607	0.735162	0.201190
9.770000	-0.040233	-0.103189	0.122850	-0.207208	0.739326	0.030743	0.725824	0.194428
9.780000	-0.039589	-0.099003	0.125426	-0.211393	0.737716	0.035895	0.736450	0.199580
9.790000	-0.040877	-0.108019	0.118020	-0.210749	0.740292	0.035251	0.734196	0.197970
9.800000	-0.037979	-0.103511	0.121884	-0.215579	0.736750	0.036861	0.737738	0.198614
9.810000	-0.038945	-0.102223	0.121562	-0.206242	0.739970	0.033319	0.735484	0.201834
9.820000	-0.044419	-0.109307	0.118020	-0.208496	0.739970	0.035573	0.734196	0.199902
9.830000	-0.036691	-0.105121	0.121562	-0.215901	0.736106	0.034607	0.735806	0.193784
9.840000	-0.044741	-0.106409	0.120918	-0.206564	0.737394	0.031065	0.731620	0.197970
9.850000	-0.040555	-0.106087	0.120596	-0.211715	0.734818	0.031709	0.734196	0.198614
9.860000	-0.035403	-0.103833	0.122850	-0.208496	0.738360	0.032675	0.729366	0.192496
9.870000	-0.036369	-0.105443	0.117698	-0.215579	0.734818	0.035895	0.735806	0.195716
9.880000	-0.032505	-0.105765	0.116732	-0.211715	0.740936	0.036539	0.730976	0.191530
9.890000	-0.037013	-0.106409	0.114478	-0.210749	0.737072	0.031709	0.731298	0.196682
9.900000	-0.034759	-0.104155	0.121562	-0.214291	0.734818	0.033641	0.737416	0.199580
9.910000	-0.041521	-0.109951	0.119308	-0.205920	0.741258	0.032675	0.734518	0.200224
9.920000	-0.037335	-0.102545	0.120596	-0.212037	0.737394	0.034607	0.734518	0.192496
9.930000	-0.037657	-0.102867	0.127036	-0.208496	0.736428	0.028811	0.733230	0.197326
9.940000	-0.035081	-0.103833	0.119630	-0.213003	0.741902	0.039437	0.734196	0.190886
9.950000	-0.038945	-0.104155	0.123172	-0.213003	0.737394	0.034607	0.732586	0.192174
9.960000	-0.038623	-0.105443	0.122206	-0.214613	0.736750	0.033641	0.737094	0.197004
9.970000	-0.042487	-0.107375	0.127358	-0.206886	0.739970	0.034607	0.732908	0.192174
9.980000	-0.040877	-0.108341	0.123172	-0.212359	0.737072	0.034285	0.731620	0.191208
9.990000	-0.041843	-0.109951	0.116088	-0.212681	0.739004	0.039115	0.736772	0.191852
10.000000	-0.041199	-0.108663	0.127036	-0.215901	0.734174	0.034929	0.738382	0.195394
10.010000	-0.043775	-0.112527	0.121884	-0.210749	0.737394	0.034285	0.736128	0.195394
10.020000	-0.040877	-0.110917	0.122850	-0.210749	0.741258	0.037827	0.735162	0.191208
10.030000	-0.036047	-0.107375	0.121562	-0.213325	0.737716	0.035573	0.736128	0.195072
10.040000	-0.038301	-0.107375	0.124460	-0.210749	0.739004	0.035573	0.735162	0.190564
10.050000	-0.040233	-0.112527	0.124138	-0.212359	0.735462	0.029777	0.734518	0.197326
10.060000	-0.038623	-0.107053	0.124782	-0.210106	0.742224	0.041369	0.741602	0.196038
10.070000	-0.040233	-0.112527	0.127036	-0.205920	0.741258	0.033641	0.735484	0.192496
10.080000	-0.038623	-0.108985	0.128968	-0.207530	0.740936	0.036861	0.736772	0.192818
10.090000	-0.034759	-0.104155	0.126070	-0.210106	0.737716	0.036539	0.736128	0.192496
10.100000	-0.036369	-0.108019	0.125426	-0.209784	0.740614	0.036217	0.735806	0.192496
10.110000	-0.038301	-0.110273	0.128968	-0.202378	0.744800	0.035895	0.734196	0.193140
10.120000	-0.037979	-0.111239	0.127358	-0.208496	0.745122	0.037505	0.738060	0.195072
10.130000	-0.032827	-0.101579	0.130578	-0.211715	0.740936	0.034607	0.735162	0.191852
10.140000	-0.032505	-0.108985	0.120274	-0.213647	0.741902	0.037827	0.734196	0.189920
10.150000	-0.037013	-0.108019	0.127036	-0.207208	0.741902	0.034285	0.730010	0.190886
10.160000	-0.040877	-0.110595	0.121562	-0.206886	0.739970	0.033641	0.734196	0.197326
10.170000	-0.034437	-0.106731	0.120918	-0.204310	0.745766	0.038793	0.728400	0.186700
10.180000	-0.035081	-0.103189	0.123172	-0.204632	0.737716	0.035251	0.730010	0.187988
10.190000	-0.030573	-0.103511	0.120274	-0.209140	0.737072	0.034607	0.730976	0.190886
10.200000	-0.036047	-0.104155	0.124782	-0.208496	0.739004	0.036539	0.734196	0.192818
10.210000	-0.037335	-0.107053	0.128324	-0.208496	0.737716	0.033963	0.734518	0.196038
10.220000	-0.034759	-0.106087	0.129612	-0.214935	0.736428	0.037505	0.738382	0.194750
10.230000	-0.031217	-0.103189	0.131222	-0.212037	0.739648	0.035573	0.733230	0.189920
10.240000	-0.037979	-0.104799	0.137984	-0.205276	0.741258	0.032997	0.734196	0.193784
10.250000	-0.043131	-0.109629	0.127680	-0.205920	0.743512	0.034929	0.735162	0.195072
10.260000	-0.035081	-0.102867	0.131222	-0.205598	0.743512	0.032675	0.733230	0.192818
10.270000	-0.036369	-0.107697	0.128324	-0.212037	0.743512	0.039115	0.736450	0.190564
10.280000	-0.036691	-0.100291	0.132832	-0.206886	0.740292	0.034607	0.733874	0.188954
10.290000	-0.044419	-0.106409	0.131866	-0.210106	0.739004	0.036861	0.740314	0.197970
10.300000	-0.042165	-0.108663	0.129934	-0.209784	0.741258	0.042335	0.739348	0.190564
10.310000	-0.045385	-0.113171	0.131866	-0.206886	0.739004	0.035573	0.736128	0.190886
10.320000	-0.043131	-0.111561	0.134120	-0.200768	0.739970	0.032675	0.730332	0.188310
10.330000	-0.047317	-0.111239	0.137340	-0.203988	0.739970	0.036539	0.735162	0.189276
10.340000	-0.042809	-0.115425	0.130900	-0.208496	0.738682	0.036217	0.732264	0.188310
10.350000	-0.044419	-0.110917	0.135730	-0.205920	0.740936	0.037505	0.735162	0.185734
10.360000	-0.040555	-0.108019	0.137340	-0.205920	0.739326	0.035895	0.735484	0.186378
10.370000	-0.048283	-0.118323	0.135730	-0.207208	0.740936	0.035251	0.735162	0.188632
10.380000	-0.046673	-0.109629	0.137662	-0.207852	0.738038	0.035573	0.738060	0.189276
10.390000	-0.048927	-0.113171	0.132510	-0.206242	0.740614	0.032997	0.733552	0.189276
10.400000	-0.042809	-0.113815	0.128968	-0.210106	0.739004	0.031709	0.729688	0.187988
10.410000	-0.046351	-0.110273	0.129934	-0.208818	0.742546	0.041369	0.737738	0.190564
10.420000	-0.041199	-0.107375	0.130900	-0.211071	0.739004	0.037827	0.736450	0.187022
10.430000	-0.047317	-0.108663	0.128324	-0.204954	0.741580	0.035895	0.733552	0.192496
10.440000	-0.042165	-0.112527	0.125104	-0.209462	0.739648	0.034607	0.732908	0.191208
10.450000	-0.044097	-0.109307	0.127680	-0.210427	0.739004	0.037827	0.740314	0.192174
10.460000	-0.043131	-0.107053	0.123172	-0.206242	0.742546	0.040403	0.737094	0.189598
10.470000	-0.044419	-0.111239	0.126070	-0.206564	0.738038	0.034929	0.734196	0.192174
10.480000	-0.040877	-0.111561	0.123816	-0.206886	0.739326	0.036539	0.736450	0.193462
10.490000	-0.037013	-0.106087	0.122206	-0.207530	0.740936	0.038793	0.733230	0.188310
10.500000	-0.039589	-0.108341	0.126714	-0.206242	0.739326	0.035573	0.735484	0.190886
10.510000	-0.041199	-0.107053	0.126714	-0.208818	0.735784	0.035251	0.739026	0.195716
10.520000	-0.046029	-0.110595	0.129290	-0.204310	0.737394	0.033319	0.736128	0.196682
10.530000	-0.038945	-0.103189	0.124138	-0.211071	0.734818	0.036539	0.738060	0.191530
10.540000	-0.037979	-0.110273	0.118986	-0.208496	0.735784	0.032031	0.733230	0.193462
10.550000	-0.036691	-0.108341	0.122528	-0.212037	0.735140	0.034285	0.737738	0.195072
10.560000	-0.043453	-0.111239	0.118342	-0.206242	0.739970	0.037505	0.735806	0.191852
10.570000	-0.040555	-0.112527	0.122206	-0.212681	0.733852	0.029133	0.733552	0.195716
10.580000	-0.040877	-0.112205	0.123816	-0.208496	0.738038	0.034285	0.735484	0.195716
10.590000	-0.042809	-0.109629	0.124138	-0.206242	0.736428	0.030099	0.730010	0.192818
10.600000	-0.043453	-0.113493	0.124782	-0.208818	0.738360	0.032031	0.733874	0.194428
10.610000	-0.039911	-0.108019	0.120918	-0.207530	0.737072	0.032031	0.733552	0.194106
10.620000	-0.037979	-0.111239	0.123172	-0.211071	0.737716	0.035895	0.734518	0.189920
10.630000	-0.043453	-0.113171	0.125426	-0.205276	0.739326	0.031709	0.733230	0.191530
10.640000	-0.044741	-0.114137	0.123494	-0.205920	0.740614	0.033641	0.734196	0.195072
10.650000	-0.037979	-0.109951	0.127036	-0.210749	0.737394	0.035895	0.737094	0.192818
10.660000	-0.037979	-0.112527	0.118664	-0.208174	0.738682	0.030421	0.730332	0.192174
10.670000	-0.038945	-0.112527	0.117698	-0.214613	0.739326	0.033963	0.729688	0.190886
10.680000	-0.041199	-0.113171	0.124138	-0.202378	0.746088	0.035895	0.730976	0.191852
10.690000	-0.045063	-0.111883	0.126714	-0.204954	0.742224	0.035251	0.732264	0.192818
10.700000	-0.040877	-0.110595	0.128646	-0.204310	0.742224	0.030099	0.727434	0.192496
10.710000	-0.044419	-0.107053	0.127036	-0.207530	0.737716	0.031709	0.733552	0.195716
10.720000	-0.041521	-0.110595	0.127036	-0.210106	0.738038	0.031065	0.731298	0.193140
10.730000	-0.042165	-0.109307	0.127358	-0.209140	0.740614	0.032675	0.731620	0.194750
10.740000	-0.040877	-0.107053	0.130578	-0.209462	0.739970	0.032997	0.729044	0.190564
10.750000	-0.042487	-0.105765	0.131866	-0.207852	0.740292	0.034285	0.731942	0.193140
10.760000	-0.040555	-0.099647	0.132832	-0.206242	0.740936	0.034929	0.730654	0.190242
10.770000	-0.040233	-0.107053	0.131544	-0.209140	0.741902	0.032031	0.729366	0.193140
10.780000	-0.039911	-0.103511	0.133476	-0.204954	0.741580	0.031709	0.729366	0.194106
10.790000	-0.039911	-0.103189	0.131544	-0.205598	0.744478	0.039115	0.735162	0.194750
10.800000	-0.042809	-0.106409	0.132510	-0.202056	0.744478	0.036861	0.732908	0.197004
10.810000	-0.037979	-0.102867	0.134764	-0.202700	0.744156	0.036861	0.732908	0.194428
10.820000	-0.036691	-0.110273	0.133798	-0.202056	0.746410	0.034285	0.726790	0.191530
10.830000	-0.034759	-0.102223	0.132510	-0.204954	0.739970	0.030421	0.727756	0.195072
10.840000	-0.045385	-0.112849	0.135086	-0.204954	0.741580	0.029455	0.731942	0.200224
10.850000	-0.035725	-0.106731	0.131544	-0.208496	0.742224	0.031387	0.730332	0.195716
10.860000	-0.039911	-0.106087	0.129290	-0.205598	0.745122	0.033641	0.731620	0.199902
10.870000	-0.035725	-0.099325	0.130256	-0.204954	0.742546	0.031709	0.727756	0.194106
10.880000	-0.039267	-0.100613	0.128968	-0.200768	0.741580	0.028489	0.723570	0.197970
10.890000	-0.034437	-0.096427	0.124138	-0.199158	0.745122	0.033963	0.724214	0.191852
10.900000	-0.036691	-0.096427	0.124460	-0.198514	0.739970	0.028811	0.723570	0.196360
10.910000	-0.034115	-0.094817	0.122206	-0.203344	0.742546	0.037505	0.728400	0.196360
10.920000	-0.034115	-0.095783	0.126714	-0.202700	0.738038	0.028167	0.722926	0.196682
10.930000	-0.037657	-0.089343	0.126714	-0.206564	0.736750	0.035895	0.732586	0.197970
10.940000	-0.036691	-0.098359	0.124782	-0.203022	0.739970	0.028811	0.725502	0.200868
10.950000	-0.036047	-0.094817	0.125748	-0.204632	0.737716	0.028489	0.724536	0.200224
10.960000	-0.035403	-0.088699	0.130900	-0.198836	0.743834	0.034285	0.727112	0.196360
10.970000	-0.031861	-0.090631	0.125748	-0.202378	0.743834	0.032353	0.725824	0.197326
10.980000	-0.037657	-0.094495	0.127680	-0.202700	0.744156	0.032997	0.728400	0.198936
10.990000	-0.034115	-0.090631	0.127358	-0.209784	0.739004	0.031709	0.731298	0.200546
11.000000	-0.039589	-0.096105	0.127680	-0.202700	0.740292	0.027201	0.727756	0.204088
11.010000	-0.039589	-0.096427	0.124138	-0.205276	0.742868	0.032353	0.729044	0.201834
11.020000	-0.041199	-0.096427	0.127358	-0.205276	0.742868	0.029455	0.723892	0.197648
11.030000	-0.034759	-0.093851	0.123172	-0.202700	0.741902	0.028167	0.720673	0.197970
11.040000	-0.041843	-0.098681	0.121562	-0.202700	0.741902	0.032675	0.728400	0.199258
11.050000	-0.032505	-0.090953	0.125426	-0.206564	0.739648	0.030743	0.723248	0.192818
11.060000	-0.039267	-0.102223	0.119630	-0.203344	0.742224	0.028167	0.724214	0.200868
11.070000	-0.042809	-0.100935	0.120918	-0.207852	0.739648	0.031065	0.729366	0.202156
11.080000	-0.040877	-0.101257	0.120274	-0.205920	0.741258	0.034285	0.730332	0.200868
11.090000	-0.040233	-0.107053	0.116088	-0.206242	0.741580	0.031387	0.728078	0.202800
11.100000	-0.037013	-0.099647	0.122850	-0.206242	0.739648	0.032353	0.729366	0.197648
11.110000	-0.036691	-0.102223	0.115766	-0.203666	0.745122	0.033641	0.725824	0.198292
11.120000	-0.035081	-0.104799	0.116088	-0.206564	0.747376	0.036539	0.731620	0.203122
11.130000	-0.034437	-0.102223	0.117698	-0.205920	0.743512	0.030743	0.725824	0.201512
11.140000	-0.034759	-0.096105	0.119308	-0.200446	0.745122	0.033963	0.727112	0.199902
11.150000	-0.039589	-0.105121	0.118342	-0.198192	0.744478	0.029777	0.725824	0.202800
11.160000	-0.032827	-0.097715	0.115444	-0.209462	0.735140	0.029777	0.728400	0.200546
11.170000	-0.033471	-0.101579	0.114156	-0.208174	0.738038	0.032031	0.728722	0.200546
11.180000	-0.039911	-0.099003	0.118342	-0.203666	0.739326	0.030743	0.728400	0.199258
11.190000	-0.041843	-0.103189	0.118020	-0.205598	0.737394	0.030743	0.730010	0.202156
11.200000	-0.034437	-0.096427	0.120274	-0.206886	0.736750	0.029455	0.728078	0.200868
11.210000	-0.041199	-0.103189	0.115766	-0.208496	0.736106	0.031387	0.730976	0.204410
11.220000	-0.043453	-0.103833	0.116088	-0.209784	0.736106	0.029777	0.731298	0.204732
11.230000	-0.038623	-0.100291	0.119308	-0.205276	0.739970	0.030743	0.727112	0.199902
11.240000	-0.042165	-0.104477	0.118342	-0.203022	0.741258	0.032353	0.729366	0.200868
11.250000	-0.038301	-0.104477	0.122206	-0.202700	0.741902	0.031065	0.727756	0.199258
11.260000	-0.037013	-0.098681	0.118986	-0.206886	0.738038	0.031709	0.729044	0.199902
11.270000	-0.039267	-0.099647	0.127036	-0.205598	0.738682	0.031709	0.731620	0.201190
11.280000	-0.037013	-0.105121	0.114156	-0.205276	0.741580	0.030743	0.726468	0.199902
11.290000	-0.036691	-0.103511	0.115122	-0.206886	0.741580	0.033319	0.728722	0.196682
11.300000	-0.032505	-0.098681	0.118664	-0.205276	0.743190	0.036217	0.732908	0.199580
11.310000	-0.039589	-0.109307	0.116410	-0.203666	0.738682	0.027523	0.729688	0.205376
11.320000	-0.034437	-0.106731	0.116732	-0.205598	0.741902	0.030099	0.727434	0.199902
11.330000	-0.034115	-0.105121	0.113190	-0.203022	0.741902	0.032675	0.727756	0.197004
11.340000	-0.040555	-0.111239	0.117376	-0.205598	0.739004	0.033641	0.733874	0.203122
11.350000	-0.037657	-0.111883	0.113834	-0.205276	0.742868	0.030743	0.727756	0.199258
11.360000	-0.036369	-0.108985	0.113512	-0.205276	0.740292	0.030421	0.727112	0.197004
11.370000	-0.039267	-0.111883	0.112868	-0.208174	0.740292	0.034285	0.729366	0.197326
11.380000	-0.042165	-0.108663	0.116732	-0.203666	0.740614	0.032997	0.731620	0.198936
11.390000	-0.035725	-0.105443	0.114800	-0.211071	0.737072	0.032997	0.729688	0.195394
11.400000	-0.040555	-0.111883	0.111580	-0.208174	0.734818	0.025913	0.728400	0.201190
11.410000	-0.040555	-0.106409	0.120274	-0.206886	0.738682	0.032353	0.729044	0.196038
11.420000	-0.037013	-0.112205	0.118986	-0.212037	0.740614	0.033641	0.728722	0.194750
11.430000	-0.038945	-0.110917	0.115766	-0.208496	0.740936	0.036217	0.731942	0.197648
11.440000	-0.040877	-0.107053	0.120274	-0.208496	0.739326	0.034607	0.733552	0.199902
11.450000	-0.044419	-0.109307	0.121240	-0.203022	0.741580	0.035251	0.736772	0.205698
11.460000	-0.039589	-0.105443	0.120274	-0.202700	0.737072	0.027201	0.730976	0.204088
11.470000	-0.035403	-0.100613	0.117376	-0.207208	0.740614	0.032997	0.728078	0.195716
11.480000	-0.039267	-0.100291	0.116088	-0.203988	0.739970	0.033641	0.732586	0.201512
11.490000	-0.037335	-0.099647	0.123494	-0.208496	0.737394	0.033319	0.735162	0.200868
11.500000	-0.041521	-0.098037	0.119630	-0.207530	0.737716	0.034607	0.735162	0.201190
11.510000	-0.036369	-0.100613	0.117054	-0.205598	0.740936	0.034607	0.731942	0.197648
11.520000	-0.037657	-0.098681	0.124460	-0.202378	0.739970	0.032353	0.731620	0.198292
11.530000	-0.037657	-0.102545	0.121884	-0.200446	0.745122	0.035573	0.730010	0.197004
11.540000	-0.037013	-0.098681	0.126070	-0.206242	0.734818	0.031709	0.732908	0.196360
11.550000	-0.041521	-0.107697	0.118342	-0.204954	0.735140	0.029455	0.730654	0.197648
11.560000	-0.037979	-0.108019	0.122206	-0.209462	0.740936	0.034929	0.733874	0.197970
11.570000	-0.044741	-0.111239	0.123172	-0.205920	0.742546	0.034607	0.735162	0.197970
11.580000	-0.043131	-0.110595	0.117376	-0.208818	0.741580	0.032675	0.729688	0.194106
