Time	FHx	FHy	FHz	LEx	LEy	LEz	MEx	MEy	MEz	HFx	HFy	HFz	TTx	TTy	TTz	LMx	LMy	LMz	MMx	MMy	MMz	CAx	CAy	CAz	FMx	FMy	FMz	VMx	VMy	VMz	Fx	Fy	Fz	COPx	COPy	COPz	My
0.933	1058.79358	786.34241	-171.4614	1236.599	455.25	-98.24011	1276.03821	461.21515	-218.90903	1218.61084	418.85443	-97.85901	1286.0752	400.14365	-136.68207	1217.2522	81.48904	-143.91867	1257.2395	97.78859	-214.80156	1180.54126	61.13173	-206.92212	1356.89087	65.86641	-149.7485	1309.29065	47.38908	-106.81873	0	0	0	300	0	-203	0
0.94	1067.33386	784.88794	-171.25851	1245.21863	453.43799	-99.43161	1284.55225	459.91443	-220.09665	1228.44873	416.69052	-98.85489	1296.47192	399.94031	-137.72365	1242.30725	78.87502	-143.0002	1281.13965	96.55292	-214.09949	1206.04431	56.79919	-205.68965	1382.57495	68.9671	-149.66959	1336.01331	48.50802	-106.47212	0	0	0	300	0	-203	0
0.947	1075.93909	783.43384	-171.01877	1253.73486	451.46304	-100.61881	1292.703	458.33963	-221.41286	1238.19641	414.46399	-99.82278	1306.67566	399.60727	-138.88069	1266.89221	76.77538	-142.02725	1304.39929	95.71749	-213.40211	1231.00354	53.00228	-204.31161	1407.55664	72.43085	-149.83414	1362.17273	50.09605	-106.27017	0	0	0	300	0	-203	0
0.953	1084.61682	781.98914	-170.74945	1262.1925	449.37268	-101.78074	1300.50366	456.51709	-222.84352	1247.88196	412.21964	-100.74527	1316.71008	399.17395	-140.14723	1290.86511	75.17046	-141.03156	1326.89807	95.24794	-212.73628	1255.27515	49.72462	-202.82501	1431.70947	76.18225	-150.25838	1387.62561	52.10191	-106.23737	0	0	0	300	0	-203	0
0.96	1093.37634	780.56152	-170.45868	1270.63562	447.21768	-102.89735	1307.97742	454.48148	-224.36751	1257.53027	410.00104	-101.60625	1326.59473	398.66718	-141.51286	1314.08057	74.02167	-140.04482	1348.51807	95.09391	-212.12726	1278.71313	46.93657	-201.27	1454.90649	80.1226	-150.95044	1412.22412	54.44789	-106.39211	0	0	0	300	0	-203	0
0.967	1102.22644	779.15723	-170.15527	1279.10571	445.04907	-103.95102	1315.15833	452.2749	-225.95711	1267.16321	407.84723	-102.39217	1336.34534	398.10776	-142.96231	1336.39502	73.272	-139.09752	1369.14709	95.18983	-211.59787	1301.1731	44.59599	-199.68839	1477.02539	84.13202	-151.90979	1435.82068	57.03075	-106.74586	0	0	0	300	0	-203	0
0.973	1111.17493	777.78027	-169.84749	1287.6405	442.91476	-104.92808	1322.09216	449.94531	-227.57951	1276.797	405.78986	-103.09311	1345.97412	397.50812	-144.47551	1357.67151	72.84792	-138.21799	1388.68164	95.45711	-211.16812	1322.51611	42.64955	-198.12167	1497.95532	88.07458	-153.12735	1458.2738	59.72678	-107.30316	0	0	0	300	0	-203	0
0.98	1120.22766	776.43274	-169.54247	1296.27271	440.85593	-105.82035	1328.83386	447.54385	-229.19922	1286.4425	403.85071	-103.7036	1355.48889	396.87131	-146.02814	1377.78528	72.66232	-137.43208	1407.03125	95.8076	-210.85489	1342.61328	41.03478	-196.60936	1517.59961	91.80614	-154.58624	1479.45313	62.39994	-108.06213	0	0	0	300	0	-203	0
0.987	1129.38794	775.11456	-169.24577	1305.0271	438.90439	-106.62619	1335.44556	445.12125	-230.78073	1296.10413	402.04059	-104.22279	1364.89575	396.19156	-147.59265	1396.6283	72.6188	-136.76343	1424.12109	96.14791	-210.67163	1361.35107	39.68293	-195.18718	1535.88135	95.18319	-156.26315	1499.24463	64.91121	-109.015	0	0	0	300	0	-203	0
0.993	1138.65784	773.82416	-168.96042	1313.91943	437.08069	-107.3503	1341.99243	442.72421	-232.29143	1305.78027	400.35947	-104.65408	1374.19922	395.45593	-149.13992	1414.1145	72.61764	-136.23305	1439.89624	96.38448	-210.62776	1378.63672	38.52293	-193.88573	1552.74609	98.07209	-158.1302	1517.5575	67.12708	-110.14864	0	0	0	300	0	-203	0
1	1148.03809	772.55933	-168.68723	1322.95496	435.39389	-108.00214	1348.53735	440.39169	-233.70416	1315.46472	398.79819	-105.00449	1383.40393	394.64774	-150.64168	1430.1853	72.56234	-135.85794	1454.32605	96.4293	-210.72815	1394.40393	37.48612	-192.72916	1568.16455	100.35749	-160.15637	1534.32971	68.92654	-111.44505	0	0	0	300	0	-203	0
1.007	1157.52808	771.3172	-168.42412	1332.13062	433.8428	-108.59368	1355.13684	438.15225	-234.9995	1325.14758	397.34094	-105.28407	1392.51611	393.75009	-152.07379	1444.81494	72.36646	-135.64911	1467.40771	96.20603	-210.97272	1408.62	36.51114	-191.73407	1582.13599	101.94992	-162.30824	1549.53564	70.20783	-112.88199	0	0	0	300	0	-203	0
1.013	1167.12549	770.09515	-168.16713	1341.4353	432.41858	-109.13716	1361.83582	436.02255	-236.16701	1334.81873	395.96829	-105.50517	1401.5437	392.74969	-153.41933	1458.01599	71.9598	-135.61017	1479.1709	95.65582	-211.35664	1421.29211	35.54835	-190.9086	1594.69214	102.79218	-164.55115	1563.19055	70.89548	-114.43404	0	0	0	300	0	-203	0
1.02	1176.82593	768.89063	-167.91069	1350.85425	431.10751	-109.64373	1368.66492	434.0072	-237.20551	1344.46863	394.6601	-105.68132	1410.49744	391.63965	-154.67056	1469.84521	71.29411	-135.73703	1489.68213	94.74253	-211.87057	1432.47424	34.56296	-190.25172	1605.90454	102.86468	-166.85124	1575.35693	70.94758	-116.07447	0	0	0	300	0	-203	0
1.027	1186.62207	767.70129	-167.6496	1360.37048	429.89316	-110.1228	1375.63855	432.09985	-238.12241	1354.09167	393.39795	-105.8262	1419.38953	390.42099	-155.82941	1480.40833	70.34748	-136.01804	1499.04846	93.4569	-212.50125	1442.27417	33.53626	-189.75319	1615.88647	102.18987	-169.17856	1586.14966	70.36216	-117.77754	0	0	0	300	0	-203	0
1.033	1196.50317	766.52515	-167.37952	1369.96692	428.7576	-110.58208	1382.75452	430.2854	-238.93242	1363.68677	392.16696	-105.95195	1428.23315	389.10284	-156.9061	1489.86414	69.12672	-136.43399	1507.42053	91.81931	-213.23164	1450.85791	32.46463	-189.39389	1624.79907	100.83537	-171.5101	1595.74048	69.18188	-119.52088	0	0	0	300	0	-203	0
1.04	1206.45496	765.3595	-167.09879	1379.62598	427.68207	-111.02806	1389.995	428.54294	-239.6561	1373.25696	390.95602	-106.06767	1437.04163	387.70187	-157.91684	1498.42444	67.66742	-136.95837	1514.99377	89.88069	-214.04128	1458.45251	31.3556	-189.14694	1632.85205	98.91501	-173.83206	1604.35913	67.49606	-121.28711	0	0	0	300	0	-203	0
1.047	1216.45764	764.20123	-166.80847	1389.32837	426.64716	-111.46617	1397.328	426.84882	-240.31874	1382.80957	389.75705	-106.17905	1445.82715	386.24121	-158.88165	1506.35193	66.03151	-137.5584	1522.00562	87.72089	-214.90637	1465.34509	30.22197	-188.97903	1640.30029	96.58636	-176.14032	1612.29126	65.43949	-123.06438	0	0	0	300	0	-203	0
1.053	1226.4873	763.0462	-166.51236	1399.05322	425.63281	-111.90073	1404.71045	425.17874	-240.9496	1392.35278	388.56363	-106.28899	1454.60181	384.74915	-159.82286	1513.95081	64.30154	-138.19708	1528.72717	85.44353	-215.80019	1471.87219	29.07671	-188.8521	1647.43579	94.043	-178.43929	1619.86707	63.18583	-124.84576	0	0	0	300	0	-203	0
