Time,COG_X,COG_Y,COG_Z,R.Ankle_X,R.Ankle_Y,R.Ankle_Z,L.Ankle_X,L.Ankle_Y,L.Ankle_Z
8.47,0.22499,0.949803,-0.001533,0.150467,0.070531,0.115283,0.160955,0.068399,-0.113131
8.48,0.224988,0.949795,-0.001539,0.150469,0.070532,0.115284,0.160954,0.068398,-0.113131
8.49,0.224988,0.949784,-0.001544,0.150472,0.070533,0.115283,0.160953,0.068398,-0.11313
8.5,0.224989,0.949771,-0.001547,0.150475,0.070534,0.115281,0.160953,0.068398,-0.113127
8.51,0.224993,0.949757,-0.00155,0.150477,0.070535,0.115279,0.160951,0.068398,-0.113124
8.52,0.225,0.949742,-0.001551,0.150477,0.070536,0.115279,0.16095,0.068398,-0.11312
8.53,0.225009,0.949727,-0.00155,0.150476,0.070538,0.11528,0.160949,0.068398,-0.113115
8.54,0.225022,0.949712,-0.001549,0.150475,0.070539,0.115284,0.160948,0.068397,-0.11311
8.55,0.225036,0.949697,-0.001546,0.150473,0.070539,0.115289,0.160949,0.068397,-0.113105
8.56,0.225053,0.949682,-0.001543,0.150471,0.070539,0.115295,0.16095,0.068397,-0.1131
8.57,0.225071,0.949668,-0.001541,0.15047,0.070538,0.115301,0.160951,0.068397,-0.113097
8.58,0.225089,0.949654,-0.00154,0.150469,0.070536,0.115305,0.160953,0.068397,-0.113095
8.59,0.225106,0.949641,-0.00154,0.150468,0.070534,0.115307,0.160956,0.068398,-0.113095
8.6,0.225123,0.949628,-0.00154,0.150467,0.070532,0.115307,0.160959,0.068399,-0.113095
8.61,0.225139,0.949617,-0.001539,0.150467,0.07053,0.115307,0.160962,0.0684,-0.113095
8.62,0.225154,0.949606,-0.001536,0.150466,0.07053,0.115308,0.160965,0.068402,-0.113094
8.63,0.225168,0.949596,-0.001533,0.150465,0.07053,0.11531,0.160967,0.068404,-0.113092
8.64,0.225179,0.949589,-0.001529,0.150464,0.070531,0.115315,0.160967,0.068406,-0.113088
8.65,0.225187,0.949583,-0.001524,0.150463,0.070535,0.115322,0.160966,0.068408,-0.113083
8.66,0.225193,0.94958,-0.00152,0.150462,0.070538,0.11533,0.160965,0.068411,-0.113079
8.67,0.225198,0.949579,-0.001516,0.15046,0.070542,0.11534,0.160964,0.068414,-0.113075
8.68,0.225203,0.94958,-0.001513,0.150458,0.070544,0.115349,0.160965,0.068417,-0.113074
8.69,0.225207,0.949581,-0.001509,0.150456,0.070545,0.115358,0.160967,0.068419,-0.113074
8.7,0.225212,0.949581,-0.001506,0.150454,0.070544,0.115366,0.16097,0.068422,-0.113075
8.71,0.225218,0.949579,-0.001503,0.150452,0.070543,0.115372,0.160974,0.068423,-0.113076
8.72,0.225223,0.949575,-0.001501,0.150452,0.070543,0.115376,0.160979,0.068424,-0.113076
8.73,0.225227,0.94957,-0.001502,0.150452,0.070543,0.115379,0.160984,0.068424,-0.113076
8.74,0.22523,0.949565,-0.001506,0.150452,0.070544,0.11538,0.160988,0.068424,-0.113075
8.75,0.225231,0.949562,-0.001512,0.150453,0.070544,0.11538,0.160991,0.068423,-0.113073
8.76,0.22523,0.94956,-0.00152,0.150454,0.070543,0.115379,0.160993,0.068422,-0.113071
8.77,0.225227,0.949559,-0.00153,0.150453,0.070541,0.115377,0.160993,0.068421,-0.11307
8.78,0.225224,0.949558,-0.00154,0.150452,0.070539,0.115375,0.160992,0.06842,-0.11307
8.79,0.225219,0.949557,-0.00155,0.15045,0.070538,0.115372,0.160991,0.068419,-0.113069
8.8,0.225213,0.949554,-0.001558,0.150447,0.070538,0.115369,0.16099,0.068418,-0.113069
8.81,0.225206,0.94955,-0.001566,0.150444,0.070538,0.115365,0.16099,0.068416,-0.113069
8.82,0.225199,0.949546,-0.001574,0.150442,0.070538,0.115362,0.16099,0.068415,-0.11307
8.83,0.22519,0.949543,-0.001582,0.15044,0.070537,0.11536,0.16099,0.068415,-0.113071
8.84,0.225181,0.949541,-0.001593,0.150439,0.070536,0.115358,0.16099,0.068415,-0.113074
8.85,0.225171,0.94954,-0.001606,0.150438,0.070534,0.115357,0.160989,0.068415,-0.113078
8.86,0.22516,0.94954,-0.001621,0.150437,0.070533,0.115357,0.160987,0.068416,-0.113082
8.87,0.225149,0.949541,-0.001637,0.150437,0.070534,0.115356,0.160984,0.068415,-0.113085
8.88,0.225137,0.949541,-0.001653,0.150437,0.070537,0.115353,0.160982,0.068414,-0.113088
8.89,0.225123,0.949539,-0.001671,0.150438,0.070541,0.115349,0.160979,0.068412,-0.11309
8.9,0.225109,0.949536,-0.001689,0.15044,0.070545,0.115343,0.160978,0.06841,-0.113092
8.91,0.225093,0.949531,-0.001707,0.150444,0.070549,0.115336,0.160977,0.06841,-0.113095
8.92,0.225077,0.949525,-0.001725,0.150449,0.070552,0.115328,0.160976,0.06841,-0.113097
8.93,0.225059,0.949519,-0.001742,0.150454,0.070555,0.115321,0.160976,0.06841,-0.113099
8.94,0.22504,0.949512,-0.001759,0.15046,0.070558,0.115315,0.160976,0.06841,-0.1131
8.95,0.225021,0.949506,-0.001775,0.150465,0.070561,0.115311,0.160975,0.06841,-0.113099
8.96,0.225001,0.949499,-0.001789,0.150469,0.070563,0.115308,0.160974,0.068409,-0.113097
8.97,0.22498,0.949493,-0.001802,0.150473,0.070566,0.115305,0.160974,0.068407,-0.113094
8.98,0.224958,0.949487,-0.001815,0.150476,0.070568,0.115302,0.160973,0.068404,-0.113091
8.99,0.224933,0.949483,-0.001826,0.15048,0.070571,0.115298,0.160974,0.068402,-0.11309
9,0.224907,0.94948,-0.001838,0.150483,0.070574,0.115294,0.160976,0.0684,-0.11309
9.01,0.224879,0.949479,-0.00185,0.150488,0.070577,0.115289,0.160977,0.068398,-0.113092
9.02,0.22485,0.94948,-0.001862,0.150492,0.070579,0.115283,0.160979,0.068397,-0.113095
9.03,0.224822,0.949483,-0.001874,0.150496,0.07058,0.115276,0.16098,0.068396,-0.113098
9.04,0.224796,0.949486,-0.001886,0.150501,0.070581,0.11527,0.160982,0.068395,-0.113102
9.05,0.224773,0.94949,-0.001898,0.150505,0.070581,0.115263,0.160984,0.068394,-0.113106
9.06,0.224754,0.949494,-0.00191,0.150507,0.07058,0.115256,0.160986,0.068393,-0.113109
9.07,0.224736,0.949497,-0.001924,0.150509,0.07058,0.11525,0.160989,0.068392,-0.113113
9.08,0.224718,0.9495,-0.001938,0.15051,0.07058,0.115245,0.160992,0.068392,-0.113115
9.09,0.224699,0.949501,-0.001953,0.15051,0.07058,0.115241,0.160995,0.068391,-0.113118
9.1,0.224678,0.949501,-0.001969,0.150509,0.07058,0.115239,0.160997,0.068391,-0.113119
9.11,0.224655,0.9495,-0.001986,0.150509,0.07058,0.115236,0.160998,0.06839,-0.113121
9.12,0.224631,0.949498,-0.002002,0.150509,0.07058,0.115232,0.160999,0.06839,-0.113124
9.13,0.224607,0.949496,-0.002018,0.150508,0.070579,0.115228,0.161,0.06839,-0.113126
9.14,0.224583,0.949494,-0.002033,0.150507,0.070578,0.115223,0.161,0.068388,-0.113129
9.15,0.22456,0.949492,-0.002048,0.150505,0.070576,0.115217,0.161,0.068387,-0.113133
9.16,0.224536,0.949491,-0.002063,0.1505,0.070574,0.115213,0.160999,0.068385,-0.113136
9.17,0.22451,0.949492,-0.002077,0.150493,0.070572,0.11521,0.160999,0.068382,-0.11314
9.18,0.224484,0.949492,-0.00209,0.150486,0.070569,0.115209,0.160998,0.06838,-0.113144
9.19,0.224455,0.949492,-0.002101,0.150478,0.070567,0.11521,0.160997,0.068378,-0.113148
9.2,0.224424,0.949492,-0.00211,0.150469,0.070567,0.115213,0.160997,0.068375,-0.113153
9.21,0.224391,0.949491,-0.002117,0.150461,0.070568,0.115219,0.160995,0.068373,-0.113157
9.22,0.224358,0.94949,-0.002123,0.150453,0.070569,0.115226,0.160994,0.068372,-0.113159
9.23,0.224323,0.94949,-0.002128,0.150447,0.070571,0.115234,0.160993,0.068371,-0.11316
9.24,0.224288,0.949489,-0.002132,0.150441,0.070572,0.115242,0.160992,0.068371,-0.113161
9.25,0.224253,0.94949,-0.002137,0.150437,0.070573,0.11525,0.160992,0.068371,-0.11316
9.26,0.224219,0.94949,-0.002143,0.150433,0.070573,0.115257,0.160991,0.068372,-0.11316
9.27,0.224188,0.949491,-0.002151,0.150429,0.070572,0.115263,0.160991,0.068372,-0.11316
9.28,0.224159,0.949491,-0.002159,0.150425,0.070572,0.115267,0.16099,0.068372,-0.113161
9.29,0.224133,0.94949,-0.002169,0.150419,0.070571,0.115271,0.160989,0.068371,-0.113163
9.3,0.224109,0.949489,-0.002178,0.150414,0.070571,0.115274,0.160988,0.068371,-0.113165
9.31,0.224085,0.949486,-0.002186,0.150408,0.07057,0.115277,0.160986,0.068369,-0.113168
9.32,0.224062,0.949483,-0.002194,0.150402,0.070569,0.11528,0.160984,0.068368,-0.11317
9.33,0.224038,0.949481,-0.002202,0.150397,0.070569,0.115283,0.160982,0.068366,-0.113173
9.34,0.224014,0.949479,-0.00221,0.150393,0.070571,0.115287,0.16098,0.068364,-0.113175
9.35,0.22399,0.949479,-0.00222,0.150389,0.070574,0.11529,0.160978,0.068363,-0.113176
9.36,0.223966,0.949482,-0.00223,0.150386,0.070578,0.115293,0.160976,0.068362,-0.113177
9.37,0.223942,0.949487,-0.002242,0.150384,0.070581,0.115295,0.160975,0.068362,-0.113177
9.38,0.22392,0.949493,-0.002256,0.150383,0.070582,0.115295,0.160973,0.068362,-0.113176
9.39,0.223899,0.9495,-0.00227,0.150383,0.070582,0.115294,0.160972,0.068361,-0.113175
9.4,0.22388,0.949507,-0.002284,0.150384,0.070581,0.115293,0.160971,0.068361,-0.113174
9.41,0.223862,0.949513,-0.0023,0.150384,0.07058,0.11529,0.160972,0.06836,-0.113174
9.42,0.223847,0.949517,-0.002316,0.150385,0.07058,0.115289,0.160974,0.068359,-0.113174
9.43,0.223833,0.949519,-0.002332,0.150386,0.070582,0.115288,0.160976,0.068358,-0.113173
9.44,0.22382,0.949521,-0.00235,0.150388,0.070584,0.115288,0.160977,0.068358,-0.113173
9.45,0.223808,0.949522,-0.002369,0.15039,0.070586,0.115288,0.160978,0.068357,-0.113173
9.46,0.223796,0.949524,-0.00239,0.150393,0.070588,0.115288,0.160978,0.068358,-0.113173
9.47,0.223784,0.949526,-0.002411,0.150396,0.070589,0.115286,0.160977,0.068358,-0.113174
9.48,0.223771,0.949529,-0.002433,0.150399,0.07059,0.115283,0.160975,0.068359,-0.113176
9.49,0.223758,0.94953,-0.002456,0.1504,0.07059,0.115279,0.160974,0.068359,-0.113177
9.5,0.223743,0.949531,-0.002478,0.150401,0.07059,0.115273,0.160973,0.068358,-0.113179
9.51,0.223727,0.94953,-0.0025,0.1504,0.07059,0.115268,0.160972,0.068356,-0.113181
9.52,0.22371,0.949527,-0.002522,0.150398,0.07059,0.115263,0.160972,0.068354,-0.113183
9.53,0.223693,0.949524,-0.002544,0.150396,0.07059,0.115259,0.160971,0.068353,-0.113184
9.54,0.223676,0.94952,-0.002567,0.150394,0.07059,0.115256,0.160971,0.068351,-0.113186
9.55,0.22366,0.949517,-0.002591,0.150392,0.07059,0.115254,0.160971,0.068351,-0.113187
9.56,0.223645,0.949513,-0.002616,0.150392,0.07059,0.115252,0.16097,0.068351,-0.113188
9.57,0.223631,0.949509,-0.002642,0.150393,0.07059,0.11525,0.160968,0.068352,-0.113188
9.58,0.223619,0.949506,-0.002668,0.150395,0.070589,0.115246,0.160966,0.068352,-0.113188
9.59,0.223607,0.949503,-0.002694,0.150397,0.070589,0.115241,0.160963,0.068351,-0.113189
9.6,0.223596,0.949501,-0.00272,0.1504,0.07059,0.115235,0.16096,0.068349,-0.113189
9.61,0.223584,0.949499,-0.002746,0.150403,0.070592,0.11523,0.16096,0.068347,-0.11319
9.62,0.223572,0.949499,-0.002771,0.150408,0.070594,0.115225,0.160961,0.068344,-0.11319
9.63,0.223561,0.9495,-0.002794,0.150413,0.070598,0.115221,0.160964,0.068342,-0.11319
9.64,0.22355,0.949502,-0.002817,0.150418,0.070601,0.11522,0.160967,0.068341,-0.113191
9.65,0.223539,0.949506,-0.002838,0.150423,0.070605,0.115219,0.160971,0.06834,-0.113191
9.66,0.223529,0.94951,-0.00286,0.150427,0.07061,0.11522,0.160973,0.068339,-0.11319
9.67,0.223519,0.949515,-0.002882,0.15043,0.070614,0.115221,0.160973,0.068339,-0.113189
9.68,0.223509,0.949521,-0.002904,0.150432,0.070619,0.115221,0.160972,0.068338,-0.113186
9.69,0.2235,0.949525,-0.002927,0.150433,0.070622,0.115221,0.160971,0.068336,-0.113184
9.7,0.223491,0.949529,-0.002949,0.150433,0.070625,0.115218,0.16097,0.068335,-0.113181
9.71,0.223484,0.949531,-0.00297,0.150433,0.070625,0.115214,0.160969,0.068333,-0.113179
9.72,0.223477,0.949531,-0.00299,0.150432,0.070625,0.115208,0.160969,0.068331,-0.113179
9.73,0.223469,0.949531,-0.003008,0.150431,0.070624,0.1152,0.160969,0.068328,-0.113179
9.74,0.223461,0.94953,-0.003026,0.15043,0.070623,0.115192,0.160967,0.068326,-0.113181
9.75,0.22345,0.949529,-0.003044,0.150428,0.070622,0.115184,0.160965,0.068323,-0.113183
9.76,0.223439,0.949529,-0.003062,0.150426,0.070621,0.115176,0.160961,0.068321,-0.113187
9.77,0.223426,0.949529,-0.003081,0.150422,0.07062,0.11517,0.160957,0.06832,-0.11319
9.78,0.223414,0.94953,-0.0031,0.150419,0.07062,0.115165,0.160953,0.068319,-0.113193
9.79,0.223404,0.949532,-0.003119,0.150416,0.070621,0.115162,0.16095,0.068319,-0.113195
9.8,0.223396,0.949534,-0.003137,0.150415,0.070624,0.11516,0.160947,0.06832,-0.113197
9.81,0.223392,0.949536,-0.003154,0.150415,0.070628,0.11516,0.160947,0.06832,-0.113199
9.82,0.22339,0.949537,-0.003171,0.150416,0.070631,0.11516,0.160947,0.06832,-0.113201
9.83,0.223389,0.949537,-0.003187,0.150417,0.070634,0.11516,0.160947,0.06832,-0.113203
9.84,0.22339,0.949535,-0.003202,0.150418,0.070637,0.115159,0.160948,0.06832,-0.113204
9.85,0.22339,0.949532,-0.003217,0.150418,0.070638,0.115157,0.160948,0.06832,-0.113204
9.86,0.22339,0.949527,-0.003232,0.150417,0.07064,0.115154,0.160948,0.06832,-0.113204
9.87,0.22339,0.949522,-0.003248,0.150416,0.070642,0.115151,0.160947,0.068319,-0.113204
9.88,0.223389,0.949517,-0.003264,0.150413,0.070644,0.115148,0.160947,0.068318,-0.113204
9.89,0.223386,0.949512,-0.00328,0.150411,0.070645,0.115146,0.160947,0.068316,-0.113204
9.9,0.223383,0.949507,-0.003296,0.150408,0.070644,0.115144,0.160948,0.068314,-0.113204
9.91,0.223379,0.949503,-0.003312,0.150407,0.070643,0.115143,0.160949,0.068312,-0.113205
9.92,0.223374,0.9495,-0.003328,0.150406,0.070641,0.115143,0.16095,0.068311,-0.113205
9.93,0.223368,0.949499,-0.003343,0.150407,0.070639,0.115144,0.16095,0.06831,-0.113206
9.94,0.223362,0.949501,-0.003357,0.15041,0.070638,0.115145,0.16095,0.06831,-0.113207
9.95,0.223356,0.949503,-0.003372,0.150413,0.070637,0.115146,0.160949,0.06831,-0.113208
9.96,0.22335,0.949506,-0.003388,0.150416,0.070638,0.115147,0.160949,0.06831,-0.11321
9.97,0.223344,0.949509,-0.003404,0.150419,0.070638,0.115148,0.160948,0.06831,-0.113211
9.98,0.223338,0.949511,-0.00342,0.15042,0.070639,0.115148,0.160948,0.06831,-0.113212
9.99,0.223332,0.949511,-0.003436,0.150421,0.070639,0.115148,0.160948,0.068309,-0.113213
10,0.223326,0.949511,-0.003452,0.150421,0.070638,0.115147,0.160949,0.068307,-0.113213
10.01,0.22332,0.94951,-0.003468,0.15042,0.070638,0.115146,0.160948,0.068306,-0.113213
10.02,0.223313,0.949509,-0.003483,0.15042,0.070638,0.115146,0.160947,0.068306,-0.113211
10.03,0.223307,0.949509,-0.003498,0.150419,0.070638,0.115146,0.160944,0.068306,-0.11321
10.04,0.223301,0.94951,-0.003513,0.150419,0.070638,0.115146,0.160942,0.068307,-0.113208
10.05,0.223296,0.949513,-0.003527,0.150418,0.070638,0.115147,0.16094,0.068308,-0.113207
10.06,0.223294,0.949517,-0.00354,0.150417,0.070637,0.115147,0.160938,0.068308,-0.113207
10.07,0.223294,0.949522,-0.003552,0.150416,0.070635,0.115146,0.160939,0.068308,-0.113209
10.08,0.223296,0.949528,-0.003564,0.150415,0.070633,0.115144,0.160941,0.068308,-0.113212
10.09,0.223299,0.949532,-0.003573,0.150413,0.07063,0.115141,0.160944,0.068308,-0.113216
10.1,0.223303,0.949536,-0.003582,0.150411,0.070627,0.115139,0.160947,0.068308,-0.113219
10.11,0.223308,0.94954,-0.00359,0.150409,0.070623,0.115139,0.16095,0.068309,-0.113221
10.12,0.223312,0.949543,-0.003598,0.150408,0.070621,0.11514,0.160953,0.06831,-0.113222
10.13,0.223316,0.949547,-0.003606,0.150407,0.070619,0.115142,0.160953,0.068311,-0.113221
10.14,0.22332,0.949552,-0.003617,0.150407,0.070619,0.115145,0.160953,0.068312,-0.11322
10.15,0.223325,0.949558,-0.003629,0.150407,0.070619,0.115148,0.160952,0.068313,-0.113218
10.16,0.223331,0.949564,-0.003643,0.150407,0.07062,0.11515,0.16095,0.068313,-0.113216
10.17,0.223338,0.94957,-0.003657,0.150407,0.07062,0.115151,0.160949,0.068313,-0.113214
10.18,0.223346,0.949576,-0.003672,0.150407,0.070619,0.115151,0.160947,0.068312,-0.113213
10.19,0.223353,0.949579,-0.003687,0.150407,0.070618,0.115153,0.160947,0.06831,-0.113213
10.2,0.22336,0.949581,-0.003702,0.150407,0.070615,0.115156,0.160947,0.068308,-0.113214
10.21,0.223367,0.949581,-0.003717,0.150408,0.070614,0.11516,0.160947,0.068307,-0.113215
10.22,0.223373,0.949581,-0.003733,0.150409,0.070613,0.115165,0.160947,0.068307,-0.113215
10.23,0.22338,0.94958,-0.003751,0.150411,0.070614,0.115168,0.160948,0.068308,-0.113216
10.24,0.223388,0.94958,-0.003769,0.150414,0.070617,0.115169,0.160949,0.068309,-0.113217
10.25,0.223396,0.949579,-0.003789,0.150417,0.070621,0.115168,0.160949,0.068311,-0.113218
10.26,0.223405,0.949577,-0.003809,0.15042,0.070626,0.115165,0.160949,0.068312,-0.113219
10.27,0.223414,0.949575,-0.00383,0.150422,0.070631,0.115162,0.160948,0.068313,-0.11322
10.28,0.223423,0.949571,-0.00385,0.150422,0.070634,0.11516,0.160946,0.068313,-0.113219
10.29,0.223433,0.949566,-0.00387,0.150422,0.070637,0.115159,0.160944,0.068312,-0.113217
10.3,0.223444,0.949559,-0.00389,0.150422,0.070639,0.11516,0.160942,0.068311,-0.113214
10.31,0.223456,0.949553,-0.00391,0.150423,0.07064,0.115162,0.160941,0.068309,-0.11321
10.32,0.223468,0.949547,-0.003929,0.150424,0.070641,0.115163,0.16094,0.068307,-0.113206
10.33,0.223481,0.949542,-0.003949,0.150426,0.07064,0.115163,0.16094,0.068306,-0.113203
10.34,0.223494,0.949541,-0.00397,0.150427,0.07064,0.115162,0.16094,0.068304,-0.113202
10.35,0.223506,0.949542,-0.003991,0.150428,0.070639,0.11516,0.160939,0.068302,-0.113201
10.36,0.223519,0.949546,-0.004013,0.150428,0.070639,0.115158,0.160938,0.068301,-0.113202
10.37,0.223532,0.949552,-0.004036,0.150428,0.07064,0.115156,0.160937,0.0683,-0.113203
10.38,0.223544,0.949558,-0.00406,0.150429,0.070642,0.115154,0.160936,0.068299,-0.113205
10.39,0.223557,0.949564,-0.004084,0.150431,0.070644,0.115153,0.160934,0.068298,-0.113208
10.4,0.223569,0.949568,-0.004107,0.150432,0.070646,0.115153,0.160933,0.068298,-0.113211
10.41,0.22358,0.949569,-0.004129,0.150432,0.070648,0.115152,0.160931,0.068296,-0.113214
10.42,0.223591,0.949568,-0.00415,0.150431,0.070649,0.115151,0.160929,0.068294,-0.113217
10.43,0.223602,0.949564,-0.004171,0.150429,0.070651,0.115148,0.160927,0.068292,-0.113219
10.44,0.223612,0.94956,-0.004191,0.150426,0.070652,0.115145,0.160925,0.06829,-0.113222
10.45,0.223623,0.949556,-0.004211,0.150422,0.070654,0.115141,0.160924,0.068288,-0.113225
10.46,0.223635,0.949553,-0.004231,0.15042,0.070656,0.115136,0.160923,0.068286,-0.113228
10.47,0.223648,0.949551,-0.00425,0.150419,0.070658,0.115132,0.160922,0.068285,-0.113232
10.48,0.223662,0.94955,-0.004268,0.150418,0.07066,0.115127,0.160921,0.068284,-0.113236
10.49,0.22368,0.949549,-0.004286,0.150417,0.07066,0.115123,0.16092,0.068282,-0.11324
10.5,0.223699,0.949549,-0.004303,0.150416,0.07066,0.115118,0.160919,0.06828,-0.113245
10.51,0.22372,0.949548,-0.004322,0.150415,0.07066,0.115113,0.160918,0.068278,-0.113248
10.52,0.223743,0.949546,-0.004341,0.150415,0.07066,0.115107,0.160917,0.068275,-0.113251
10.53,0.223766,0.949544,-0.004361,0.150415,0.070661,0.1151,0.160918,0.068273,-0.113253
10.54,0.223789,0.949543,-0.00438,0.150416,0.070662,0.115093,0.160918,0.068272,-0.113253
10.55,0.223811,0.949541,-0.004399,0.150417,0.070664,0.115086,0.160919,0.068272,-0.113253
10.56,0.223833,0.94954,-0.004415,0.150417,0.070666,0.115079,0.16092,0.068272,-0.113252
10.57,0.223856,0.949539,-0.00443,0.150416,0.070668,0.115073,0.16092,0.068272,-0.113251
10.58,0.223879,0.949538,-0.004444,0.150414,0.070669,0.115068,0.160921,0.06827,-0.113249
10.59,0.223904,0.949537,-0.004459,0.150412,0.07067,0.115063,0.16092,0.068268,-0.113248
10.6,0.223931,0.949535,-0.004473,0.150412,0.070671,0.11506,0.16092,0.068266,-0.113249
10.61,0.223959,0.949534,-0.004489,0.150413,0.070672,0.115057,0.16092,0.068263,-0.113251
10.62,0.223989,0.949533,-0.004505,0.150415,0.070673,0.115053,0.160919,0.068262,-0.113255
10.63,0.22402,0.949532,-0.004522,0.150418,0.070675,0.115047,0.160919,0.068262,-0.113261
10.64,0.22405,0.949531,-0.004539,0.15042,0.070678,0.11504,0.16092,0.068263,-0.113266
10.65,0.224081,0.949529,-0.004554,0.150421,0.070683,0.115032,0.160922,0.068265,-0.113271
10.66,0.22411,0.949524,-0.004568,0.150422,0.070688,0.115024,0.160924,0.068266,-0.113274
10.67,0.22414,0.949517,-0.00458,0.150423,0.070693,0.115017,0.160926,0.068266,-0.113274
10.68,0.224169,0.949507,-0.004591,0.150424,0.070697,0.11501,0.160928,0.068266,-0.113272
10.69,0.224199,0.949493,-0.004599,0.150426,0.0707,0.115006,0.16093,0.068264,-0.11327
10.7,0.22423,0.949478,-0.004606,0.150428,0.070701,0.115003,0.160932,0.068262,-0.113267
10.71,0.224263,0.949461,-0.004613,0.15043,0.0707,0.115,0.160934,0.068261,-0.113265
10.72,0.224297,0.949444,-0.004622,0.150432,0.0707,0.114997,0.160937,0.068259,-0.113263
10.73,0.224333,0.949429,-0.004633,0.150434,0.070699,0.114993,0.16094,0.068258,-0.113263
10.74,0.22437,0.949416,-0.004646,0.150436,0.0707,0.114988,0.160942,0.068257,-0.113264
10.75,0.224406,0.949405,-0.004662,0.150438,0.070703,0.114981,0.160944,0.068256,-0.113266
10.76,0.224441,0.949397,-0.00468,0.150441,0.070707,0.114975,0.160945,0.068256,-0.113268
10.77,0.224475,0.949391,-0.004698,0.150445,0.070712,0.114969,0.160946,0.068257,-0.11327
10.78,0.224507,0.949387,-0.004716,0.150449,0.070718,0.114964,0.160947,0.068258,-0.113272
10.79,0.224539,0.949384,-0.004734,0.150452,0.070723,0.114961,0.160948,0.068258,-0.113274
10.8,0.22457,0.94938,-0.004752,0.150455,0.070726,0.11496,0.160948,0.068258,-0.113276
10.81,0.2246,0.949376,-0.004769,0.150457,0.070729,0.11496,0.160948,0.068257,-0.113279
10.82,0.224632,0.94937,-0.004787,0.150457,0.07073,0.11496,0.160948,0.068255,-0.113281
10.83,0.224664,0.949362,-0.004804,0.150457,0.070731,0.11496,0.160948,0.068253,-0.113284
10.84,0.224696,0.949352,-0.004821,0.150457,0.070733,0.114959,0.160948,0.068252,-0.113286
10.85,0.224728,0.94934,-0.004836,0.150456,0.070735,0.114957,0.160949,0.068252,-0.113289
10.86,0.22476,0.949326,-0.00485,0.150457,0.070738,0.114954,0.16095,0.068251,-0.11329
10.87,0.224791,0.94931,-0.004862,0.150458,0.07074,0.114951,0.160951,0.068251,-0.113291
10.88,0.224824,0.949293,-0.004872,0.150459,0.070743,0.114947,0.160951,0.068251,-0.113292
10.89,0.224857,0.949277,-0.00488,0.150461,0.070744,0.114944,0.16095,0.06825,-0.113291
10.9,0.224891,0.949262,-0.004887,0.150464,0.070746,0.11494,0.160949,0.06825,-0.113289
10.91,0.224926,0.949249,-0.004893,0.150467,0.070749,0.114936,0.160948,0.06825,-0.113285
10.92,0.224963,0.94924,-0.004897,0.150471,0.070751,0.114931,0.160947,0.06825,-0.113282
10.93,0.225,0.949233,-0.0049,0.150476,0.070754,0.114927,0.160947,0.068251,-0.113279
10.94,0.225036,0.949229,-0.004904,0.150482,0.070756,0.114924,0.160949,0.068252,-0.113277
10.95,0.225071,0.949225,-0.004907,0.150488,0.070758,0.114921,0.160953,0.068253,-0.113277
10.96,0.225102,0.949223,-0.00491,0.150494,0.07076,0.11492,0.160956,0.068254,-0.113279
10.97,0.225129,0.949219,-0.004914,0.150499,0.070762,0.11492,0.160959,0.068255,-0.11328
10.98,0.225153,0.949215,-0.004917,0.150502,0.070764,0.11492,0.16096,0.068256,-0.113281
10.99,0.225174,0.949208,-0.00492,0.150503,0.070766,0.114918,0.16096,0.068257,-0.11328
11,0.225194,0.949199,-0.004921,0.150503,0.070769,0.114916,0.160959,0.068257,-0.113277
11.01,0.225214,0.949187,-0.004921,0.150501,0.070771,0.114913,0.160957,0.068258,-0.113273
11.02,0.225235,0.949173,-0.00492,0.150499,0.070774,0.114911,0.160957,0.068258,-0.113268
11.03,0.225256,0.949159,-0.004916,0.150498,0.070777,0.114911,0.160958,0.068259,-0.113264
11.04,0.225278,0.949144,-0.004911,0.150499,0.070779,0.114913,0.160959,0.068259,-0.113261
11.05,0.225299,0.94913,-0.004905,0.150501,0.07078,0.114916,0.160961,0.06826,-0.113258
11.06,0.225319,0.949117,-0.004897,0.150504,0.070781,0.114921,0.160964,0.06826,-0.113255
11.07,0.225337,0.949106,-0.004889,0.150505,0.070781,0.114927,0.160966,0.06826,-0.113253
11.08,0.225351,0.949096,-0.00488,0.150506,0.070781,0.114931,0.160967,0.06826,-0.113252
11.09,0.225361,0.949088,-0.00487,0.150505,0.070781,0.114935,0.160967,0.068261,-0.113251
11.1,0.225369,0.949083,-0.00486,0.150503,0.07078,0.114937,0.160966,0.068264,-0.11325
11.11,0.225374,0.949079,-0.00485,0.150499,0.070778,0.114937,0.160963,0.068266,-0.113249
11.12,0.225377,0.949076,-0.00484,0.150496,0.070776,0.114936,0.16096,0.068269,-0.113249
11.13,0.225379,0.949074,-0.00483,0.150493,0.070774,0.114934,0.160956,0.06827,-0.113248
11.14,0.22538,0.949072,-0.00482,0.150492,0.070772,0.114932,0.160952,0.068271,-0.113247
11.15,0.225381,0.94907,-0.004811,0.150492,0.070771,0.11493,0.160949,0.068271,-0.113246
11.16,0.225381,0.949068,-0.0048,0.150492,0.070772,0.114929,0.160947,0.06827,-0.113246
11.17,0.225381,0.949066,-0.004789,0.150492,0.070772,0.11493,0.160947,0.06827,-0.113247
11.18,0.22538,0.949065,-0.004777,0.150491,0.070773,0.114931,0.160948,0.06827,-0.113248
11.19,0.225379,0.949064,-0.004764,0.150489,0.070774,0.114933,0.160949,0.068271,-0.113248
